diagnosis,note,ICD1,ICD2,ICD3,ICD4,ICD5
輸尿管上皮癌,0,C66,,,,
輸尿管上皮細胞癌,0,C66,,,,
輸尿管乳突泌尿上皮癌,0,C66,,,,
輸尿管侵犯,0,C791,,,,
輸尿管出血,2,N288,S371(TR),,,
輸尿管壓迫,0,N288,,,,
輸尿管壞死膿瘍,0,N288,,,,
輸尿管大腸廔管,0,N288,,,,
輸尿管小腸滲漏,0,N288,,,,
輸尿管尿路上皮細胞癌,0,C66,,,,
輸尿管廔管,0,N288,,,,
輸尿管惡性病變,0,C66,,,,
輸尿管惡性腫瘤,0,C66,,,,
輸尿管惡性贅瘤,0,C66,,,,
輸尿管感染,0,N288,,,,
輸尿管感染壞死,0,N288,,,,
輸尿管撕裂傷,0,S371(TR),,,,
輸尿管擴張,0,N288,,,,
輸尿管斷裂,0,S371(TR),,,,
輸尿管水腫,0,N134,,,,
輸尿管泌尿上壁癌,0,C66,,,,
輸尿管泌尿上皮癌,0,C66,,,,
輸尿管泌尿上皮細胞癌,0,C66,,,,
輸尿管泌尿上皮鱗狀細胞癌,0,C66,,,,
輸尿管炎,0,N288,,,,
輸尿管狹窄,1,N135,Q621,,,
輸尿管狹窄阻塞,1,N135,Q621,,,
輸尿管疾病,0,N289,,,,
輸尿管瘤,0,D412,,,,
輸尿管癌,0,C66,,,,
輸尿管發炎,0,N288,,,,
輸尿管直腸廔管,0,N288,,,,
輸尿管破裂,2,N288,S371(TR),,,
輸尿管移形上皮細胞癌,0,C66,,,,
輸尿管移形細胞癌,0,C66,,,,
輸尿管移行上皮癌,0,C66,,,,
輸尿管移行性上皮細胞癌,0,C66,,,,
輸尿管移行性泌尿上皮癌,0,C66,,,,
輸尿管移行細胞癌,0,C66,,,,
輸尿管積水,0,N134,,,,
輸尿管簍管,0,N288,,,,
輸尿管細胞癌,0,C66,,,,
輸尿管結核,1,A181,P370,,,
輸尿管結石,0,N201,,,,
輸尿管腎盂接合處結石,0,N200,,,,
輸尿管腫大,0,N288,,,,
輸尿管腫瘤,0,D412,,,,
輸尿管腫瘤術後,0,C66,,,,
輸尿管腺癌,0,C66,,,,
輸尿管膀胱交接處狹窄,1,N135,Q621,,,
輸尿管膀胱惡性癌,0,C689,,,,
輸尿管膀胱惡性腫瘤,0,C689,,,,
輸尿管膀胱癌,0,C689,,,,
輸尿管膀胱移形上皮癌,0,C689,,,,
輸尿管良性腫瘤,0,D302,,,,
輸尿管血腫,0,N288,,,,
輸尿管變形細胞癌,0,C66,,,,
輸尿管贅瘤,0,C66,,,,
輸尿管轉移,0,C791,,,,
輸尿管轉移性上皮細胞癌,0,C66,,,,
輸尿管轉移性細胞癌,0,C66,,,,
輸尿管轉移性腺癌,0,C791,,,,
輸尿管轉移細胞癌,0,C66,,,,
輸尿管過渡上皮細胞癌,0,C66,,,,
輸尿管過渡性上皮細胞癌,0,C66,,,,
輸尿管過渡性細胞癌,0,C66,,,,
輸尿管過渡細胞癌,0,C66,,,,
輸尿管阻塞,1,N135,Q623,,,
輸尿管阻塞性腎病,1,N135,Q623,,,
輸尿管鱗狀上皮癌,0,C66,,,,
輸尿管鱗狀細胞癌,0,C66,,,,
輸尿道結核感染,1,A181,P370,,,
輸胎輾壓傷,0,T147,,,,
輸血併發症,5,T809,Y848,,,
輸血反應,5,T809,Y848,,,
輸血後急性肺損傷,5,T808,Y848,,,
輸血後過敏性休克,5,T805,Y848,,,
輸血後遺症,5,T809,Y848,,,
輸血性C型肝炎,1,B171,P353,,,
輸血性移植後宿主症候群,5,T860,Y834,,,
輸血性血鐵質沈著症,0,E831,,,,
輸血感染,5,T802,Y848,,,
輸血過敏,5,T805,Y848,,,
輸送帶夾傷,6,W23,X83,Y08,Y33,
輸送帶捲入,6,W31,X83,Y08,Y33,
輸送帶掉落砸傷,6,W20,X83,Y08,Y33,
輾壓傷,6,W20,X83,Y08,Y33,
輾斃,0,T147,,,,
輾死,0,T147,,,,
轉型細胞癌,0,C809,,,,
轉子處褥瘡,0,L899,,,,
轉子間骨折,0,S721,,,,
轉形細胞癌,0,C809,,,,
轉移,0,C809,,,,
轉移不明癌,0,C800,,,,
轉移位上皮癌,0,C809,,,,
轉移卵巢癌,0,C56,,,,
轉移子宮,0,C798,,,,
轉移形細胞癌,0,C809,,,,
轉移性上皮泌尿道癌,0,C689,,,,
轉移性上皮癌,0,C809,,,,
轉移性上皮細胞癌,0,C809,,,,
轉移性下咽癌,0,C139,,,,
轉移性不明惡性癌,0,C800,,,,
轉移性不明癌,0,C800,,,,
轉移性乙狀結腸惡性腫瘤,0,C187,,,,
轉移性乙狀結腸癌,0,C187,,,,
轉移性乳房惡性腫瘤,0,C509,,,,
轉移性乳房癌,0,C509,,,,
轉移性乳癌,0,C509,,,,
轉移性乳突癌,0,C809,,,,
轉移性乳腺癌,0,C509,,,,
轉移性全身不明炎症,0,B99,,,,
轉移性分化不良癌,0,C809,,,,
轉移性分化不良神經內分泌瘤,0,C759,,,,
轉移性前列腺癌,0,C61,,,,
轉移性前胸壁腫瘤,0,C798,,,,
轉移性十二指腸壺腹惡性腫瘤,0,C241,,,,
轉移性十二指腸壺腹癌,0,C241,,,,
轉移性十二指腸惡性腫瘤,0,C170,,,,
轉移性十二指腸癌,0,C170,,,,
轉移性十二指腸腫瘤,0,C784,,,,
轉移性升結腸癌,0,C182,,,,
轉移性卵巢惡性腫瘤,0,C56,,,,
轉移性卵巢癌,0,C56,,,,
轉移性卵巢腺癌,0,C56,,,,
轉移性卵黃囊瘤,4,C629,C56,,,
轉移性卵黃生殖細胞癌,4,C629,C56,,,
轉移性原始神經上皮癌,0,C794,,,,
轉移性原發性不明癌,0,C800,,,,
轉移性原發末明癌病,0,C800,,,,
轉移性原發處不明之頭頸部癌症,0,C798,,,,
轉移性原發部位不明惡性腺癌,0,C800,,,,
轉移性口咽癌,0,C109,,,,
轉移性口腔癌,0,C069,,,,
轉移性口腔鱗狀上皮細胞癌,0,C069,,,,
轉移性口頰癌,0,C060,,,,
轉移性唾液腺癌,0,C089,,,,
轉移性喉嚨癌,0,C329,,,,
轉移性喉癌,0,C329,,,,
轉移性基底細胞癌,0,C809,,,,
轉移性壺腹癌,0,C241,,,,
轉移性壺腹腫瘤,0,C788,,,,
轉移性外陰癌,4,C639,C519,,,
轉移性多發性肝癌,0,C229,,,,
轉移性大腦鱗狀細胞癌,0,C793,,,,
轉移性大腸惡性腫瘤,0,C189,,,,
轉移性大腸癌,0,C189,,,,
轉移性大腸直腸癌,0,C19,,,,
轉移性大腸神經性內分泌癌,0,C189,,,,
轉移性女陰道癌,0,C52,,,,
轉移性子宮內膜癌,0,C541,,,,
轉移性子宮癌,0,C55,,,,
轉移性子宮頸癌,0,C539,,,,
轉移性小細胞癌,0,C809,,,,
轉移性小細胞肺癌,0,C780,,,,
轉移性小腦惡性腫瘤,0,C793,,,,
轉移性小腦腫瘤,0,C793,,,,
轉移性小腦腺癌,0,C793,,,,
轉移性小腸腫瘤,0,C784,,,,
轉移性小腸腹痛,0,C784,,,,
轉移性小腸腺癌,0,C784,,,,
轉移性尿路上皮癌,0,C689,,,,
轉移性左心房血栓,5,C798,I513,,,
轉移性後腹腔惡性腫瘤,0,C786,,,,
轉移性後腹腔淋巴瘤,0,C772,,,,
轉移性後腹腔癌,0,C786,,,,
轉移性心包膜炎,0,C798,,,,
轉移性心包膜癌,0,C798,,,,
轉移性心包膜積水,0,C798,,,,
轉移性心臟腫瘤,0,C380,,,,
轉移性急性癌,0,C809,,,,
轉移性惡性下咽癌,0,C139,,,,
轉移性惡性單發性纖維瘤,0,C798,,,,
轉移性惡性子宮滑肌肉瘤,0,C542,,,,
轉移性惡性平滑肌肉瘤,0,C809,,,,
轉移性惡性心包膜積水,0,C798,,,,
轉移性惡性混合米勒氏腫瘤,0,C55,,,,
轉移性惡性直腸癌,0,C20,,,,
轉移性惡性神經內分泌癌,0,C798,,,,
轉移性惡性組織纖維瘤,0,C798,,,,
轉移性惡性纖維組織細胞瘤,0,C499,,,,
轉移性惡性肉瘤,0,C809,,,,
轉移性惡性肉癌,0,C499,,,,
轉移性惡性肋膜積水,0,C782,,,,
轉移性惡性肝癌,0,C229,,,,
轉移性惡性肝腫瘤,0,C787,,,,
轉移性惡性胃腸道基質瘤,0,C269,,,,
轉移性惡性脂肪肉瘤,0,C499,,,,
轉移性惡性脊椎腫瘤,0,C795,,,,
轉移性惡性脊髓腫瘤,0,C793,,,,
轉移性惡性腎細胞癌,0,C64,,,,
轉移性惡性腦瘤,0,C793,,,,
轉移性惡性腦腫瘤,0,C793,,,,
轉移性惡性腫瘤,0,C809,,,,
轉移性惡性腹膜腫瘤,0,C786,,,,
轉移性惡性腺癌,0,C809,,,,
轉移性惡性軟組織肉瘤,0,C499,,,,
轉移性惡性軟骨肉瘤,0,C795,,,,
轉移性惡性顆粒性肉瘤,0,C923,,,,
轉移性惡性骨癌,0,C795,,,,
轉移性惡性骨骼腫瘤,0,C795,,,,
轉移性惡性黑色素瘤,0,C439,,,,
轉移性惡性黑色素癌,0,C439,,,,
轉移性戒環細胞癌,0,C809,,,,
轉移性扁平細胞癌,0,C809,,,,
轉移性扁桃腺癌,0,C099,,,,
轉移性扁桃腺鱗狀上皮細胞癌,0,C099,,,,
轉移性攝護腺惡性腫瘤,0,C61,,,,
轉移性攝護腺癌,0,C61,,,,
轉移性支氣管惡性腫瘤,0,C780,,,,
轉移性支氣管癌,0,C780,,,,
轉移性會陰癌,4,C639,C519,,,
轉移性未分化腺癌,0,C809,,,,
轉移性枕葉惡性腫瘤,0,C793,,,,
轉移性橫紋肌肉瘤,0,C798,,,,
轉移性橫結腸癌,0,C184,,,,
轉移性泌尿上皮癌,0,C689,,,,
轉移性泌尿道上皮細胞癌,0,C689,,,,
轉移性泌尿道病變,0,C791,,,,
轉移性消化系癌,0,C788,,,,
轉移性淋巴癌,0,C859,,,,
轉移性淋巴腫塊,0,C779,,,,
轉移性淋巴腺惡性腫瘤,0,C779,,,,
轉移性淋巴腺癌,0,C859,,,,
轉移性滑囊肉瘤,0,C499,,,,
轉移性生殖細胞癌,0,C798,,,,
轉移性甲狀腺癌,0,C73,,,,
轉移性病灶,0,C809,,,,
轉移性癌,0,C809,,,,
轉移性癌症,0,C809,,,,
轉移性皮膚癌,0,C792,,,,
轉移性盲腸惡性腫瘤,0,C180,,,,
轉移性盲腸癌,0,C180,,,,
轉移性直腸惡性腫瘤,0,C20,,,,
轉移性直腸癌,0,C20,,,,
轉移性直腸黑色素腫瘤,0,C20,,,,
轉移性硬腦膜下腔出血,0,C793,,,,
轉移性硬顎惡性腫瘤,0,C050,,,,
轉移性神經內分泌惡性肝腫瘤,0,C229,,,,
轉移性神經內分泌惡性腫瘤,0,C798,,,,
轉移性神經內分泌癌,0,C798,,,,
轉移性神經母細胞瘤,0,C809,,,,
轉移性移形上皮癌,0,C809,,,,
轉移性移形上皮細胞癌,0,C809,,,,
轉移性粘液腺癌,0,C809,,,,
轉移性精索細胞癌,0,C631,,,,
轉移性精細胞瘤,0,C809,,,,
轉移性細胞癌,0,C809,,,,
轉移性結腸癌,0,C189,,,,
轉移性絨毛膜癌,4,C629,C58,,,
轉移性縱膈腔淋巴腺腫瘤,0,C771,,,,
轉移性縱膈腔癌,0,C781,,,,
轉移性總膽管癌,0,C240,,,,
轉移性肉瘤,0,C809,,,,
轉移性肋膜炎,0,C782,,,,
轉移性肋膜癌,0,C782,,,,
轉移性肋膜積水,0,C782,,,,
轉移性肋膜腔惡性腫瘤,0,C782,,,,
轉移性肋膜腺癌,0,C782,,,,
轉移性肛門癌,0,C785,,,,
轉移性肝內腫瘤,0,C787,,,,
轉移性肝內膽管癌,0,C221,,,,
轉移性肝小細胞癌,0,C787,,,,
轉移性肝惡性腫瘤,0,C787,,,,
轉移性肝疾病,0,C787,,,,
轉移性肝病變,0,C787,,,,
轉移性肝癌,0,C787,,,,
轉移性肝癌破裂,0,C787,,,,
轉移性肝神經內分泌癌,0,C229,,,,
轉移性肝細胞癌,0,C787,,,,
轉移性肝結節,0,C787,,,,
轉移性肝腫瘤,0,C787,,,,
轉移性肝腫瘤破裂,0,C787,,,,
轉移性肝腺癌,0,C787,,,,
轉移性肝膿瘍,0,C787,,,,
轉移性肝臟惡性腫瘤,0,C787,,,,
轉移性肝臟惡性黑素瘤,0,C229,,,,
轉移性肝臟疾病,0,C787,,,,
轉移性肝臟腫瘤,0,C787,,,,
轉移性肝臟腺癌,0,C787,,,,
轉移性肝鱗狀上皮癌,0,C787,,,,
轉移性肺惡性腫瘤,0,C780,,,,
轉移性肺炎,1,J189,P239,,,
轉移性肺病灶,0,C780,,,,
轉移性肺病變,0,C780,,,,
轉移性肺癌,0,C780,,,,
轉移性肺積水,0,C780,,,,
轉移性肺結核,1,A162,P370,,,
轉移性肺結節,0,C780,,,,
轉移性肺腫瘤,0,C780,,,,
轉移性肺腫瘤破裂出血,0,C780,,,,
轉移性肺腺癌,0,C780,,,,
轉移性肺臟惡性腫瘤,0,C780,,,,
轉移性肺部惡性肉瘤,0,C780,,,,
轉移性胃惡性腫瘤,0,C169,,,,
轉移性胃癌,0,C169,,,,
轉移性胃神經內分泌癌,0,C169,,,,
轉移性胃腫瘤,0,C169,,,,
轉移性胃腸道基質瘤,0,C788,,,,
轉移性胃腸道腫瘤,0,C788,,,,
轉移性胃腺癌,0,C169,,,,
轉移性胰腺癌,0,C254,,,,
轉移性胰臟癌,0,C259,,,,
轉移性胰臟神經內分泌瘤,0,C254,,,,
轉移性胰臟腫瘤,0,C259,,,,
轉移性胸椎惡性腫瘤,0,C795,,,,
轉移性胸肋膜腫瘤,0,C782,,,,
轉移性胸腔癌,0,C798,,,,
轉移性胸腺癌,0,C798,,,,
轉移性脊椎惡性腫瘤,0,C795,,,,
轉移性脊椎病灶,0,C795,,,,
轉移性脊椎病變,0,C795,,,,
轉移性脊椎癌,0,C795,,,,
轉移性脊椎腫瘤,0,C795,,,,
轉移性脊椎骨癌,0,C795,,,,
轉移性脊椎骨腺癌,0,C795,,,,
轉移性脊椎骨骼腫瘤,0,C795,,,,
轉移性脊椎鱗狀細胞癌,0,C795,,,,
轉移性脊髓腫瘤,0,C793,,,,
轉移性脾腫瘤,0,C788,,,,
轉移性脾臟癌,0,C261,,,,
轉移性腎上腺惡性腫瘤,0,C749,,,,
轉移性腎上腺皮質癌,0,C740,,,,
轉移性腎惡性腫瘤,0,C790,,,,
轉移性腎癌,0,C790,,,,
轉移性腎盂尿路上皮癌,0,C65,,,,
轉移性腎盂泌尿上皮癌,0,C65,,,,
轉移性腎細胞癌,0,C790,,,,
轉移性腎腫瘤,0,C790,,,,
轉移性腎臟惡性腫瘤,0,C64,,,,
轉移性腎臟癌,0,C64,,,,
轉移性腦惡性腫瘤,0,C793,,,,
轉移性腦病變,0,C793,,,,
轉移性腦瘤,0,C793,,,,
轉移性腦癌,0,C793,,,,
轉移性腦神經系統惡性腫瘤,0,C794,,,,
轉移性腦腫瘤,0,C793,,,,
轉移性腦腫瘤出血,0,C793,,,,
轉移性腦腫瘤術後出血,0,C793,,,,
轉移性腦腺癌,0,C793,,,,
轉移性腦部惡性腫瘤,0,C793,,,,
轉移性腦部血管周圍細胞瘤,0,C793,,,,
轉移性腫瘤,0,C809,,,,
轉移性腮腺癌,0,C798,,,,
轉移性腮腺鱗狀細胞癌,0,C07,,,,
轉移性腰椎腫瘤,0,C795,,,,
轉移性腸惡性腫瘤,0,C785,,,,
轉移性腸癌,0,C785,,,,
轉移性腸胃基質惡性腫瘤,0,C788,,,,
轉移性腸阻塞,5,C785,K567,,,
轉移性腹內腫瘤,0,C798,,,,
轉移性腹壁腺癌,0,C798,,,,
轉移性腹股溝淋巴瘤,0,C774,,,,
轉移性腹腔內惡性肉瘤,0,C798,,,,
轉移性腹腔內癌,0,C798,,,,
轉移性腹腔內腫瘤,0,C798,,,,
轉移性腹腔內腺體細胞癌,0,C798,,,,
轉移性腹腔惡性腫瘤,0,C798,,,,
轉移性腹腔淋巴癌,0,C772,,,,
轉移性腹腔癌,0,C798,,,,
轉移性腹腔腫瘤,0,C798,,,,
轉移性腹腔腺癌,0,C798,,,,
轉移性腹膜惡性腫瘤,0,C786,,,,
轉移性腹膜炎,0,C786,,,,
轉移性腹膜癌,0,C786,,,,
轉移性腹膜腔腺癌,0,C786,,,,
轉移性腹膜腺癌,0,C786,,,,
轉移性腹部淋巴結腫瘤,0,C772,,,,
轉移性腹部癌病,0,C798,,,,
轉移性腺狀細胞癌,0,C809,,,,
轉移性腺瘤,0,C809,,,,
轉移性腺癌,0,C809,,,,
轉移性腺細胞癌,0,C809,,,,
轉移性膀胱上皮癌,0,C679,,,,
轉移性膀胱癌,0,C679,,,,
轉移性膀胱腫瘤,0,C791,,,,
轉移性膽囊腺癌,0,C23,,,,
轉移性膽管惡性腫瘤,0,C221,,,,
轉移性膽管癌,0,C221,,,,
轉移性膽道癌,0,C249,,,,
轉移性舌癌,0,C029,,,,
轉移性薦椎腫瘤,0,C795,,,,
轉移性血管肉瘤,0,C809,,,,
轉移性表皮細胞癌,0,C809,,,,
轉移性軟腦膜癌,0,C700,,,,
轉移性軟骨癌,0,C795,,,,
轉移性軟骨肉瘤,0,C795,,,,
轉移性輸尿管上皮癌,0,C66,,,,
轉移性輸尿管癌,0,C66,,,,
轉移性輸尿管移行上皮細胞癌,0,C66,,,,
轉移性輸尿管腎盂癌,0,C689,,,,
轉移性迴腸癌,0,C784,,,,
轉移性鈣化病灶,1,E835,P719,,,
轉移性間質細胞瘤,0,C809,,,,
轉移性闌尾癌,0,C181,,,,
轉移性關節軟骨惡性腫瘤,0,C795,,,,
轉移性陰莖癌,0,C609,,,,
轉移性陰莖腫瘤,0,C609,,,,
轉移性靜脈炎,0,C798,,,,
轉移性非分化癌,0,C809,,,,
轉移性非小細胞性肺癌,0,C780,,,,
轉移性非小細胞癌,0,C809,,,,
轉移性非小細胞肺癌,0,C780,,,,
轉移性頭蓋骨腫瘤,0,C795,,,,
轉移性頭部皮膚惡性腫瘤,0,C792,,,,
轉移性頭頸癌,0,C798,,,,
轉移性頭頸部惡性腫瘤,0,C798,,,,
轉移性頸上皮樣癌,0,C792,,,,
轉移性頸椎神經病變,0,C795,,,,
轉移性頸椎腫瘤,0,C795,,,,
轉移性頸椎腺癌,0,C795,,,,
轉移性頸部上皮鱗狀細胞癌,0,C792,,,,
轉移性頸部惡性腫瘤,0,C798,,,,
轉移性頸部癌,0,C798,,,,
轉移性頸部腫瘤,0,C798,,,,
轉移性頸部鱗狀細胞癌,0,C792,,,,
轉移性頸部黏表皮癌,0,C792,,,,
轉移性額葉腫瘤,0,C793,,,,
轉移性顱內病變,0,C793,,,,
轉移性顱內腫瘤,0,C793,,,,
轉移性顱內黑色素瘤,0,C719,,,,
轉移性顱骨惡性腫瘤,0,C410,,,,
轉移性顱骨腫瘤,0,C795,,,,
轉移性食道癌,0,C159,,,,
轉移性骨惡性腫瘤,0,C795,,,,
轉移性骨病變,0,C795,,,,
轉移性骨瘤,0,C795,,,,
轉移性骨癌,0,C795,,,,
轉移性骨盆腔上皮細胞癌,0,C798,,,,
轉移性骨盆腔惡性腫瘤,0,C798,,,,
轉移性骨盆腔腫瘤,0,C798,,,,
轉移性骨肉瘤,0,C795,,,,
轉移性骨腫瘤,0,C795,,,,
轉移性骨骼惡性腫瘤,0,C795,,,,
轉移性骨骼疾病,0,C795,,,,
轉移性骨髓瘤,0,C900,,,,
轉移性骨髓癌,0,C795,,,,
轉移性骨髓腫瘤,0,C795,,,,
轉移性髓母細胞瘤,0,C809,,,,
轉移性髓質瘤,0,C809,,,,
轉移性鱗狀上皮癌,0,C809,,,,
轉移性鱗狀上皮細胞癌,0,C809,,,,
轉移性鱗狀癌,0,C809,,,,
轉移性鱗狀細胞瘤,0,C809,,,,
轉移性鱗狀細胞癌,0,C809,,,,
轉移性黏液肉瘤,0,C809,,,,
轉移性黑色素惡性腫瘤,0,C439,,,,
轉移性黑色素瘤,0,C439,,,,
轉移性黑色素癌,0,C439,,,,
轉移性黑色素細胞瘤,0,C439,,,,
轉移性默克細胞惡性腫瘤,0,C809,,,,
轉移性鼻咽癌,0,C119,,,,
轉移性齒齦癌,0,C039,,,,
轉移惡性腫瘤,0,C809,,,,
轉移淋巴結,0,C779,,,,
轉移病灶,0,C809,,,,
轉移癌,0,C809,,,,
轉移癌末期,0,C809,,,,
轉移細胞癌,0,C809,,,,
轉移縱膈胸腔壁,0,C781,,,,
轉移肝,0,C787,,,,
轉移肝惡性腫瘤,0,C787,,,,
轉移肝癌,0,C787,,,,
轉移肝臟,0,C787,,,,
轉移肺,0,C780,,,,
轉移肺症,0,C780,,,,
轉移肺癌,0,C780,,,,
轉移胃,0,C788,,,,
轉移胃壁,0,C788,,,,
轉移胃惡性腫瘤,0,C169,,,,
轉移胰腺,0,C788,,,,
轉移胸柱,0,C795,,,,
轉移胸椎,0,C795,,,,
轉移胸椎骨,0,C795,,,,
轉移胸腔,0,C798,,,,
轉移胸腔淋巴癌,0,C859,,,,
轉移腎盂,0,C790,,,,
轉移腦,0,C793,,,,
轉移腦腫瘤,0,C793,,,,
轉移腦血管阻塞,0,C793,,,,
轉移腸,0,C785,,,,
轉移腹部,0,C798,,,,
轉移膀胱癌,0,C679,,,,
轉移至大腸,0,C785,,,,
轉移至肺部,0,C780,,,,
轉移至腦幹,0,C793,,,,
轉移至腦部,0,C793,,,,
轉移至骨盤,0,C795,,,,
轉移舌,0,C798,,,,
轉移血癌,0,C798,,,,
轉移輸尿管,0,C791,,,,
轉移骨,0,C795,,,,
轉移骨骼,0,C795,,,,
轉移骨髓,0,C795,,,,
轉移鱗狀細胞扁桃腺癌,0,C099,,,,
農地水池溺死,7,T751,W73,X71,X92,Y21
農地火燒枯葉致燒傷,0,X08,,,,
農地高處摔落,6,W17,X80,Y01,Y30,
農用噴藥車失控,6,V849,X82,Y03,Y32,
農用搬運車上跌落地面,0,W17,,,,
農用搬運車乘客受傷,6,V841,X82,Y03,Y32,
農用搬運車壓傷,6,V849,X82,Y03,Y32,
農用搬運車翻覆,6,V849,X82,Y03,Y32,
農用搬運車駕駛與自小客車車禍,6,V840,X82,Y03,Y32,
農用機切割傷,0,W30,,,,
農用車失控,6,V849,X82,Y03,Y32,
農用車翻覆,6,V849,X82,Y03,Y32,
農耕機捲入,0,W30,,,,
農葯中毒,7,T609,X48,X68,X87,Y18
農藥中毒,7,T609,X48,X68,X87,Y18
農藥傷害,7,T609,X48,X68,X87,Y18
農藥巴拉刈中毒,7,T603,X48,X68,X87,Y18
農藥自殺,7,T609,X48,X68,X87,Y18
近期心肌梗塞,0,I2199,,,,
近期急性心肌梗塞,0,I2199,,,,
近期性心肌梗塞,0,I2199,,,,
返神經麻痺,0,G589,,,,
迪喬治症候群,0,D821,,,,
迫切性早產,0,P073,,,,
迴旋喉部神經壓迫,0,G588,,,,
迴盲瓣壞死,0,K358,,,,
迴盲瓣腺癌,0,C180,,,,
迴盲部惡性腫瘤,0,C180,,,,
迴結腸套疊,1,K561,Q438,,,
迴腸侵犯,0,C784,,,,
迴腸偽動脈瘤破裂,0,I728(nTR),,,,
迴腸出血,3,K922,S364(TR),P543,,
迴腸切出術後吸收不良,5,K912,Y839,,,
迴腸基質瘤,0,C172,,,,
迴腸壞死,1,K5500,P77,,,
迴腸壞死性腸炎,1,K5500,P77,,,
迴腸壞疽,1,K5500,P77,,,
迴腸壞疽穿孔,1,K5500,P77,,,
迴腸多發性潰瘍,0,K633,,,,
迴腸大破裂,3,K6310,S364(TR),P780,,
迴腸大腸吻合滲漏,5,K918,Y832,,,
迴腸大量壞死,1,K5500,P77,,,
迴腸平滑肌肉瘤,0,C172,,,,
迴腸惡性基質瘤,0,C172,,,,
迴腸惡性纖維組織瘤,0,C172,,,,
迴腸惡性腫瘤,0,C172,,,,
迴腸憩室炎,1,K571,Q438,,,
迴腸憩室穿孔,1,K570,Q438,,,
迴腸扭結,1,K562,P768,,,
迴腸末端出血術後,3,K922,S364(TR),P543,,
迴腸末端感染,0,A099,,,,
迴腸淋巴癌,0,C859,,,,
迴腸淋巴腫瘤,0,D487,,,,
迴腸潰瘍,0,K633,,,,
迴腸瀰漫性細胞惡性淋巴癌,0,C859,,,,
迴腸炎,1,K529,P783,,,
迴腸病變,0,K639,,,,
迴腸癌,0,C172,,,,
迴腸破裂,3,K6310,S364(TR),P780,,
迴腸穿孔,3,K6310,S364(TR),P780,,
迴腸結核病,1,A183,P370,,,
迴腸缺血性壞死,1,K5500,P77,,,
迴腸腫瘤,0,D372,,,,
迴腸腸套疊,1,K561,Q438,,,
迴腸腸炎,1,K529,P783,,,
迴腸腺癌,0,C172,,,,
迴腸膿瘍,0,K630,,,,
迴腸良性腫瘤,0,D133,,,,
迴腸轉移,0,C784,,,,
迴腸造口周圍皮膚浸潤,5,T857,Y833,,,
迴腸閉鎖,0,Q412,,,,
迴腸阻塞,1,K566,P769,,,
迷幻藥中毒,7,T408,X42,X62,X85,Y12
迷幻藥中毒(F),0,F161,,,,
迷漫性肝臟轉移,0,C787,,,,
迷漫性血管內凝血,1,D65,P60,,,
迷走性抑制,0,G522,,,,
迷走瘤,0,G522,,,,
迷走神經性暈厥,0,R55,,,,
迷走神經抑制,0,G522,,,,
迷走神經過度反射,0,G522,,,,
迷路功能障礙,0,H832,,,,
迷路疾病,0,H832,,,,
迷路隱藏於荒地且大量淋雨,0,X58,,,,
迷途失救,0,X58,,,,
退伍軍人氏桿菌,0,A481,,,,
退伍軍人症,0,A481,,,,
退伍軍人菌感染,0,A481,,,,
退伍軍人菌肺炎,0,A481,,,,
退化性下肢萎縮,0,M625,,,,
退化性中樞病變,0,G319,,,,
退化性全身系統性疾病,0,R54,,,,
退化性四肢無力,0,R53,,,,
退化性壓迫性脊椎骨折,0,M844,,,,
退化性多重器官不良,1,R092,P290,,,
退化性多重器官功能不良,1,R092,P290,,,
退化性多重器官衰竭,1,R092,P290,,,
退化性大腦機能不足,0,G319,,,,
退化性失智症,0,F03,,,,
退化性官能症,0,F488,,,,
退化性寡樹突星狀細胞瘤,0,C719,,,,
退化性寡樹突膠質細胞瘤,0,C719,,,,
退化性小腦病變,0,G319,,,,
退化性心肌病變,1,I4299,P298,,,
退化性心肺衰竭,0,R092,,,,
退化性心臟病,0,I5150,,,,
退化性心臟血管病變,0,I5150,,,,
退化性心臟衰竭,1,I509,P290,,,
退化性椎間盤炎,0,M464,,,,
退化性水腦症,0,G919,,,,
退化性消化障礙,0,K929,,,,
退化性瓣膜性心臟病,0,I38,,,,
退化性瓣膜疾病,0,I38,,,,
退化性病變,0,G319,,,,
退化性痴呆症,0,F03,,,,
退化性神經疾病,0,G319,,,,
退化性神經病變,0,G319,,,,
退化性神經肌肉萎縮,0,G600,,,,
退化性缺血性心臟病,0,I259,,,,
退化性老人性腦疾病,0,G319,,,,
退化性老人痴呆症,0,F03,,,,
退化性肌肉病變萎縮,0,M625,,,,
退化性肺炎,1,J189,P239,,,
退化性胃炎,0,K297,,,,
退化性胸椎病變,0,M489,,,,
退化性脊柱側彎,1,M419,Q675,,,
退化性脊椎側彎,0,M419,,,,
退化性脊椎性關節炎,0,M479,,,,
退化性脊椎炎,0,M479,,,,
退化性脊椎病變,0,M479,,,,
退化性脊髓壓迫症候群,0,G952,,,,
退化性脊髓疾病,0,G958,,,,
退化性腦梗塞,0,I6399,,,,
退化性腦炎質萎縮,0,G319,,,,
退化性腦疾,0,G319,,,,
退化性腦疾病,0,G319,,,,
退化性腦病變,0,G319,,,,
退化性腦萎縮,1,G319,Q048,,,
退化性腦血管疾病,0,G319,,,,
退化性腰椎側彎,1,M419,Q675,,,
退化性腰椎炎,0,M479,,,,
